Unnamed: 0,premise,hypothesis,label,reviwers_output,confuse_sentence,low_quality,index,readable_label,negated_part
4328.0,A publicação apresenta os ovos de Páscoa disponíveis nas lojas mencionadas,A publicação pertence a uma revista de culinária,2,Neutral,OK,N,,,
4329.0,Um banner está promovendo o evento patrocinado por uma marca de bebidas,O evento tem um patrocínio de uma marca de bebidas,1,Entailment,OK,N,,,
4330.0,Um garoto com cabelo preto e olhos azuis está sorrindo,Um garoto está sorrindo,1,Entailment,OK,N,,,
4331.0,Um homem está algemado com as mãos para trás,O homem está com as mãos livres e sem algemas,0,Contradiction,OK,N,,,
4332.0,Uma bicicleta vermelha está encostada na parede branca,A bicicleta encostada na parede é azul.,0,Contradiction,OK,N,,,
4333.0,"Dois carrinhos motorizados para criança, um amarelo e outro prata, estão presentes",Há um carrinho motorizado amarelo e um prata para crianças.,1,Confusing,P,S,,,
4334.0,Vários ovos estão alinhados dentro da vasilha,Os ovos são de galinha.,2,Neutral,OK,N,,,
4335.0,O gato branco não está pulando sobre o muro,O gato branco está saltando o muro,0,Contradiction,OK,N,,,
4336.0,Um enorme gato cinza está deitado no sofá com um laço verde e brinca com um novelo amarelo,O gato cinza não está brincando com um novelo de lã,0,Contradiction,OK,N,,,
4337.0,Um indivíduo está cuidando de uma planta,O indivíduo está descuidando de uma planta,0,Contradiction,OK,N,,,
4338.0,"Durante a apresentação das equipes antes do jogo, alguém salta em direção aos adversários",As equipes estão usando uniformes vermelhos durante a apresentação.,2,Neutral,OK,N,,,
4339.0,Um nutricionista segura uma balança em frente ao paciente,O nutricionista está com uma balança na frente de um paciente.,1,Entailment,OK,N,,,
4340.0,A mensagem parabeniza os participantes do Enem,A mensagem critica os participantes do Enem.,0,Contradiction,OK,N,,,
4341.0,Uma mulher está saboreando uma sobremesa,A mulher não está comendo nada,0,Contradiction,OK,N,,,
4342.0,Não há alguém cortando uma melancia,Há um suco de melancia na geladeira,2,Neutral,OK,N,,,
4343.0,"Um funcionário, usando luvas, está aplicando produto de limpeza na lataria de um carro preto",A lataria de um carro preto está sendo limpa por um funcionário.,1,Entailment,OK,N,,,
4344.0,Um homem está acariciando o gato,O gato está sozinho.,0,Contradiction,OK,N,,,
4345.0,Dois produtos para pele estão sendo vendidos para a mulher de azul,A mulher de azul está comprando dois produtos para pele,1,Entailment,OK,N,,,
4346.0,O público aplaude o cantor efusivamente,O cantor está vestindo um terno preto,2,Neutral,OK,N,,,
4347.0,A unha de caranguejo está em um prato,O prato está vazio,0,Contradiction,OK,N,,,
4348.0,A mulher está cantando apaixonadamente,Há uma canção sendo entoada com paixão por uma mulher,1,Entailment,OK,N,,,
4349.0,A mulher está preparando um almoço,A mulher está usando um avental colorido enquanto cozinha.,2,Neutral,OK,N,,,
4350.0,Um jogo noturno está acontecendo com a arquibancada completamente lotada,A arquibancada está vazia,0,Contradiction,OK,N,,,
4351.0,Uma mulher está em uma pose de ioga com as palmas das mãos juntas,A mulher está sentada em uma cadeira com as mãos separadas.,0,Contradiction,OK,N,,,
4352.0,A mulher está serenamente sentada próxima a um aquário de peixes,A mulher está perto de um aquário de peixes.,1,Entailment,OK,N,,,
4353.0,Uma mulher está desfrutando de um pastel,Uma mulher está recusando um pastel,0,Contradiction,OK,N,,,
4354.0,Uma criança está deitada vestindo uma jardineira jeans vermelho escuro,Uma criança está vestindo uma jardineira jeans vermelho escuro,1,Entailment,OK,N,,,
4355.0,"Um homem de olhos castanhos está de frente para um tonômetro, com uma luz azul incidindo sobre seu olho direito",A luz está incidindo sobre o olho esquerdo do homem.,0,Contradiction,OK,N,,,
4356.0,Uma mão está segurando um pote de remédios com a instrução de armazená-los corretamente,A mão está segurando um pote de remédios sem nenhuma instrução de armazenamento,0,Contradiction,OK,N,,,
4357.0,Uma mulher está encerando os pisos.,A mulher não está fazendo nenhum trabalho de limpeza,0,Contradiction,OK,N,,,
4358.0,A praia está deserta ao amanhecer,O sol está nascendo na praia.,2,Neutral,OK,N,,,
4359.0,Duas mulheres estão tocando violão e cantando para um público animado,As mulheres estão silenciosas.,0,Contradiction,OK,N,,,
4360.0,Um homem está manuseando uma ferramenta criada para carpintaria,A ferramenta que o homem está usando foi feita para carpintaria,1,Entailment,OK,N,,,
4361.0,Um homem grisalho está sorrindo e fazendo contatos,O homem grisalho está bebendo café.,2,Neutral,OK,N,,,
4362.0,Alguns alunos não estão participando da aula de educação física,Todos os alunos estão participando da aula de educação física.,0,Contradiction,OK,N,,,
4363.0,Ninguém está dançando,Há uma pessoa dançando no centro do salão.,0,Contradiction,OK,N,,,
4364.0,O paciente do oftalmologista está sentado com o rosto próximo do equipamento de fazer exames dos olhos,O paciente do oftalmologista tem olhos verdes,2,Neutral,OK,N,,,
4365.0,Os personagens estão cantando para um grande público,Há um grande público assistindo aos personagens cantar.,1,Entailment,OK,N,,,
4366.0,O gorila está pacificamente dormindo.,O gorila tem um pelo escuro e brilhante.,2,Neutral,OK,N,,,
4367.0,Um disco de hóquei está deslizando no gelo,O disco de hóquei está em movimento no gelo.,1,Entailment,OK,N,,,
4368.0,Uma mulher está acariciando um leão na juba,A mulher está tocando um leão,1,Entailment,OK,N,,,
4369.0,Alguém está tocando as penas de um pássaro,Alguém está observando um pássaro voando,2,Neutral,OK,N,,,
4370.0,Os indivíduos estão correndo apressadamente na calçada em frente a uma livraria,Os indivíduos estão calmamente sentados em frente a uma livraria,0,Contradiction,OK,N,,,
4371.0,Um dedo polegar está posicionado sobre um cartão prateado que possui inscrições em braile,O dedo polegar está longe do cartão prateado.,0,Contradiction,OK,N,,,
4372.0,Voluntários participam de um mutirão para realizar a manutenção do corredor verde para polinizadores,Voluntários estão destruindo o corredor verde para polinizadores.,0,Contradiction,OK,N,,,
4373.0,Este pássaro está voando,O pássaro é um colibri.,2,Neutral,OK,N,,,
4374.0,O vinho está sendo servido na taça pelo homem,Alguém está servindo vinho,1,Entailment,OK,N,,,
4375.0,A águia dourada tem asas grandes e poderosas,A águia dourada tem asas pequenas e frágeis.,0,Contradiction,OK,N,,,
4376.0,Três mãos estão colocando sombras sobre cofre,O cofre está sendo coberto por sombras,1,Entailment,OK,N,,,
4377.0,O apresentador está conduzindo o programa,O apresentador não está no programa,0,Contradiction,OK,N,,,
4378.0,Um gato preto e branco está caçando um rato cinza em um celeiro antigo,O gato está em um celeiro perseguindo um rato.,1,Entailment,OK,N,,,
4379.0,As mulheres estão colhendo sementes,As mulheres estão colhendo sementes para plantar árvores.,2,Neutral,OK,N,,,
4380.0,O presidente e seus auxiliares estão realizando uma transmissão,O presidente está dormindo.,0,Contradiction,OK,N,,,
4381.0,A realização é feita de que a mudança de pensamentos pode levar à mudança na vida,A realização é um componente eficaz para o desenvolvimento pessoal.,2,Neutral,OK,N,,,
4382.0,Um pescador está navegando em seu barco e lançando sua rede ao mar,Alguém está pescando no mar,1,Entailment,OK,N,,,
4383.0,A percepção das coisas é influenciada por nossas experiências e visões pessoais,Nossas experiências pessoais moldam a maneira como vemos o mundo.,1,Entailment,OK,N,,,
4384.0,Os lutadores de boxe estão em uma luta oficial.,Um dos lutadores tem uma tatuagem de dragão no braço.,2,Neutral,OK,N,,,
4385.0,Um barco de papel está sobre a carteira escolar,O barco de papel está flutuando em uma poça de água.,0,Contradiction,OK,N,,,
4386.0,Um menino está vestindo uma camiseta branca de manga curta,O menino está vestindo um casaco de inverno.,0,Contradiction,OK,N,,,
4387.0,A embalagem está completamente aberta,A embalagem está parcialmente aberta,0,Contradiction,OK,N,,,
4388.0,Dois enfermeiros estão colaborando no trabalho,Dois enfermeiros estão tomando café na sala de descanso.,2,Neutral,OK,N,,,
4389.0,Uma mulher está executando uma manobra de patins em uma praça pública,Uma mulher está patinando em uma praça,1,Entailment,OK,N,,,
4390.0,Não há gatos brincando no quintal.,O quintal está vazio de gatos brincando.,1,Entailment,OK,N,,,
4391.0,O cachorro está bebendo água de seu pote,O cachorro tem um pote azul de água.,2,Neutral,OK,N,,,
4392.0,Uma senhora idosa está descansando em uma cadeira de balanço,A cadeira de balanço é de madeira,2,Neutral,OK,N,,,
4393.0,"Uma senhora idosa está sentada em uma poltrona, vestindo um cardigã azul e uma saia cinza",A senhora idosa está vestindo um cardigã azul,1,Entailment,OK,N,,,
4394.0,Uma reunião foi realizada ano passado,A reunião foi produtiva,2,Neutral,OK,N,,,
4395.0,Está a venda uma blusa de renda nas mangas e cor creme,Uma blusa de cor preta e sem renda nas mangas está a venda,0,Contradiction,OK,N,,,
4396.0,O indivíduo está despejando café na xícara com cuidado,O indivíduo está derramando chá na xícara.,0,Contradiction,OK,N,,,
4397.0,Um gato preto repousa tranquilo sobre as pedras no jardim,Não tem nenhum gato preto no jardim.,0,Contradiction,OK,N,,,
4398.0,Uma atleta cega está correndo com a ajuda de seu guia,Uma atleta cega está correndo sozinha,0,Contradiction,OK,N,,,
4399.0,Várias pessoas estão caminhando sob o brilho lunar de uma encantadora praia deserta,Pessoas estão caminhando em uma praia deserta à luz do luar.,1,Entailment,OK,N,,,
4400.0,Uma mão está segurando um copo com suco de fruta,A fruta do suco é laranja,2,Neutral,OK,N,,,
4401.0,Uma mulher sorridente segura um objeto em forma de coração com um olhar apaixonado,A mulher sorridente tem cabelo loiro.,2,Neutral,OK,N,,,
4402.0,Um disco de frisbee é mantido firmemente no focinho por um cão marrom e dourado,O cão marrom e dourado não consegue segurar objetos no focinho.,0,Contradiction,OK,N,,,
4403.0,Uma mulher e uma criança estão deitadas e sorrindo enquanto olham para a câmera,Uma mulher e uma criança estão sentadas e chorando enquanto olham para a câmera.,0,Contradiction,OK,N,,,
4404.0,Dois indivíduos estão viajando sem bagagem e sem mantas,Dois indivíduos estão viajando com muitas malas e mantas,0,Contradiction,OK,N,,,
4405.0,Um prato de yakisoba está sendo elaborado,Estão preparando yakisoba,1,Entailment,OK,N,,,
4406.0,Alunos estão em uma sala de aula com mesas distanciadas para prevenir a propagação da Covid-19,Os alunos estão em uma sala de aula com mesas agrupadas,0,Contradiction,OK,N,,,
4407.0,Uma pessoa está sentada na cadeira de rodas,"A pessoa está caminhando livremente, sem a ajuda de uma cadeira de rodas.",0,Contradiction,OK,N,,,
4408.0,Uma criança está em cima de um skate no cenário,A criança está usando um capacete de segurança.,2,Neutral,OK,N,,,
4409.0,O professor examina o dorso de um sapo mostrando os orifícios onde os sapinhos se alojam para seu desenvolvimento,O professor está analisando o local onde os sapinhos se desenvolvem no dorso do sapo,1,Entailment,OK,N,,,
4410.0,Todos os envolvidos estão reunidos discutindo uma saída para o problema,Os envolvidos estão dispersos e não estão discutindo o problema,0,Contradiction,OK,N,,,
4411.0,Atletas e comissão técnica celebram a vitória na quadra,Os atletas estão tristes pela derrota na quadra,0,Contradiction,OK,N,,,
4412.0,O gato malhado está dormindo em um jardim sem flores,O gato de pelagem mesclada está descansando em um jardim que não possui flores,1,Entailment,OK,N,,,
4413.0,Não há comida sendo devorada por um cachorro,Há um gato brincando com uma bola de lã.,2,Neutral,OK,N,,,
4414.0,Pés de frango estão sendo cozidos,Ninguém está cozinhando pés de frango,0,Contradiction,OK,N,,,
4415.0,Um troféu está em destaque no alto da prateleira,O troféu não está visível na prateleira,0,Contradiction,OK,N,,,
4416.0,Um prato de talharim allegro é servido com tiras de carne,"Em um prato de talharim, o molho é feito de tomates frescos.",2,Neutral,OK,N,,,
4417.0,Três bicicletas estão posicionadas em diferentes paisagens naturais,As bicicletas são de cores diferentes.,2,Neutral,OK,N,,,
4418.0,Uma mulher está amassando a massa de pão,Uma mulher está assando um bolo,0,Contradiction,OK,N,,,
4419.0,Dois irmãos estão correndo nos campos floridos,Os irmãos estão sentados dentro de casa.,0,Contradiction,OK,N,,,
4420.0,Pesquisa revela que a maioria das promessas de ano novo não são cumpridas,Muitas promessas de ano novo não são realizadas.,1,Entailment,OK,N,,,
4421.0,"Cinco cachorros estão na piscina, dois dos quais estão próximos a um homem que segura uma argola para brincar",Há um gato observando os cachorros na piscina.,2,Neutral,OK,N,,,
4422.0,O cabeleireiro oferece diferentes cortes de cabelos cacheados curtos,O cabeleireiro tem muitos clientes satisfeitos.,2,Neutral,OK,N,,,
4423.0,Gatos estão pulando de sofá em sofá,Os gatos estão dormindo no sofá.,0,Contradiction,OK,N,,,
4424.0,Um homem sem camisa está em frente a uma montanha com o céu nublado ao fundo.,O homem sem camisa está calçando botas de caminhada.,2,Neutral,OK,N,,,
4425.0,O aplicativo de treinos em casa está elogiando meu progresso,O aplicativo de treinos em casa tem um design amigável.,2,Neutral,OK,N,,,
4426.0,Existe uma pessoa caminhando descalça no campo de futebol e ela está usando um suéter vermelho.,A pessoa caminhando pelo campo de futebol está de sapatos e não está usando um suéter vermelho.,0,Contradiction,OK,N,,,
4427.0,As asas de uma borboleta estão sendo perseguidas por um gato no jardim,Um gato não está no jardim,0,Contradiction,OK,N,,,
4428.0,O gato preto e o gato branco estão se divertindo no jardim,Existem dois gatos no jardim.,1,Entailment,OK,N,,,
4429.0,Um atleta de futebol está chutando uma bola no gol,O atleta de futebol está segurando a bola.,0,Contradiction,OK,N,,,
4430.0,"Dois meninos, ainda muito jovens, estão se divertindo com uma bola de futebol no parque",Dois meninos estão brincando com uma bola de futebol,1,Entailment,OK,N,,,
4431.0,O cavalo não está sendo cavalgado pelo homem,O cavalo está comendo feno,2,Neutral,OK,N,,,
4432.0,Um rapaz adolescente está se comunicando através de braille,O rapaz adolescente tem um animal de estimação em casa.,2,Neutral,OK,N,,,
4433.0,"O pequeno garoto está caminhando pela areia, sendo cuidadosamente liderado por sua mãe",O garoto está correndo sozinho pela areia.,0,Contradiction,OK,N,,,
4434.0,Um homem está cozinhando jantar.,O homem está comendo o jantar.,0,Contradiction,OK,N,,,
4435.0,Um estudo afirma que indivíduos que demoram para acordar possuem maior inteligência,Pessoas que despertam rápido são as mais inteligentes.,0,Contradiction,OK,N,,,
4436.0,A mulher está digitando no computador,A mulher está sentada em uma cadeira.,2,Neutral,OK,N,,,
4437.0,Um pé de cannabis está no início de sua fase de floração,A planta de cannabis está na fase de colheita.,0,Contradiction,OK,N,,,
4438.0,A delegação brasileira se reúne para tirar a foto oficial com todos os membros,O membros da delegação brasileira estão usando trajes formais.,2,Neutral,OK,N,,,
4439.0,O parque possui um brinquedo para escalar e escorregar,O parque só possui brinquedos planos para as crianças.,0,Contradiction,OK,N,,,
4440.0,A mulher de vestido vermelho está cantando jazz no microfone,"A mulher de vestido vermelho está dançando, não está cantando.",0,Contradiction,OK,N,,,
4441.0,O professor está ajudando o aluno.,O aluno está na sala de aula.,2,Neutral,OK,N,,,
4442.0,Um garoto trajando verde e preto caminha calmamente junto ao seu skate sob a luz do luar,Um garoto vestindo verde e preto está andando devagar com seu skate sob a luz da lua,1,Entailment,OK,N,,,
4443.0,A garota na plataforma está dançando ao som da música,A garota na plataforma está se movendo ao ritmo da música.,1,Entailment,OK,N,,,
4444.0,Um homem está de braços erguidos na calçada em frente a um exuberante ipê amarelo em plena floração,O homem está usando uma camiseta vermelha.,2,Neutral,OK,N,,,
4445.0,A delegação brasileira se reúne para tirar a foto oficial com todos os membros,Uma foto oficial está sendo tirada da delegação brasileira.,1,Entailment,OK,N,,,
4446.0,Os jovens estão nadando na piscina.,A piscina está vazia.,0,Contradiction,OK,N,,,
4447.0,Um sofá não está sendo arranhado por um gato,O gato não está arranhando o sofá.,1,Entailment,OK,N,,,
4448.0,O autor apresenta a capa artística e diferentes opções de layout para o conteúdo interno,O autor não se importa com a aparência do livro.,0,Disagreement,OK,S,,,
4449.0,Uma abelha está pousada na flor de um pé de maconha,A abelha está coletando néctar,2,Neutral,OK,N,,,
4450.0,Não há queijo sendo ralado.,Alguém está ralando o queijo.,0,Contradiction,OK,N,,,
4451.0,Crianças estão se relacionando e interagindo,As crianças estão se comunicando entre si,1,Entailment,OK,N,,,
4452.0,O barco está ancorado no porto.,O barco está navegando no mar.,0,Contradiction,OK,N,,,
4453.0,O cachorro do vizinho gosta de latir todas as manhãs,O cachorro do vizinho fica quieto todas as manhãs.,0,Contradiction,OK,N,,,
4454.0,Chuteiras modernas da marca famosa estão no chão de uma quadra de esportes,As chuteiras são do jogador de futebol profissional,2,Neutral,OK,N,,,
4455.0,Existe um homem cortando tomates em uma tábua com uma faca de aço inoxidável,O homem está usando uma camisa azul.,2,Neutral,OK,N,,,
4456.0,"Um estudante está usando um computador em um laboratório de informática, cercado por outros computadores",O estudante está escrevendo um relatório para sua aula de história,2,Neutral,OK,N,,,
4457.0,Existe uma pessoa caminhando descalça no campo de futebol e ela está usando um suéter vermelho.,A pessoa usando um suéter vermelho é uma jogadora de futebol.,2,Neutral,OK,N,,,
4458.0,Um garotinho está mordendo a metade de um ovo de chocolate,O garotinho está comendo uma maçã,0,Contradiction,OK,N,,,
4459.0,Um homem está cercado por notas de dólar voando ao seu redor,Um homem está envolto por notas de dólar que estão no ar ao redor dele.,1,Entailment,OK,N,,,
4460.0,O garoto está lançando pedras em um extenso lago azul,O garoto não está lançando pedras,0,Contradiction,OK,N,,,
4461.0,Uma cartela comemorativa marca a campanha mundial de combate à Aids,A cartela foi impressa em papel reciclado.,2,Neutral,OK,N,,,
4462.0,Uma mulher com uma regata azul está correndo em um parque,A mulher está sentada no sofá de sua casa,0,Contradiction,OK,N,,,
4463.0,Quatro cookies de sabores variados estão dispostos em um prato verde,Todos os cookies são do mesmo sabor,0,Contradiction,OK,N,,,
4464.0,Uma mulher está lendo um livro na sala de estar,Existe uma mulher na sala de estar com um livro,1,Entailment,OK,N,,,
4465.0,Uma janela está coberta de pingos de chuva,A janela está completamente seca.,0,Contradiction,OK,N,,,
4466.0,O grupo discute a relevância do piso tátil para a rotina diária de indivíduos com deficiência,O grupo discute a importância do piso tátil em espaços públicos.,2,Neutral,OK,N,,,
4467.0,Uma modelo está usando um clássico brinco em formato de gota de pérola,A modelo está usando um vestido vermelho.,2,Neutral,OK,N,,,
4468.0,Um estudo revela que cinco minutos de contato com a natureza podem aumentar a felicidade,Um estudo mostra que cinco minutos de contato com a natureza diminuem a felicidade,0,Contradiction,OK,N,,,
4469.0,Uma criança está utilizando um aparelho celular,"Uma criança está brincando com um brinquedo, não um celular",0,Contradiction,OK,N,,,
4470.0,As crianças preparam borboletas de papel para a decoração da sala,As crianças gostam de trabalhos manuais,2,Neutral,OK,N,,,
4471.0,A criança fez um coração de glitter vermelho,A criança desenhou um arco-íris com giz de cera,2,Neutral,OK,N,,,
4472.0,Um piano está sendo manuseado por uma mulher,Nenhuma mulher está tocando piano.,0,Contradiction,OK,N,,,
4473.0,O livro foi publicado em 1984,O livro tem mais de 30 anos,1,Entailment,OK,N,,,
4474.0,Um gato está dormindo confortavelmente na poltrona vermelha,O gato tem pêlo preto.,2,Neutral,OK,N,,,
4475.0,Um brigadeiro com granulado de chocolate ao leite está numa forminha rosa,O brigadeiro foi feito para uma festa de aniversário,2,Neutral,OK,N,,,
4476.0,As mulheres estão evitando a interferência,As mulheres estão aceitando a interferência.,0,Contradiction,OK,N,,,
4477.0,Vários associados estão segurando um grande bolo azul e branco com velas,Alguém está tomando um café,2,Neutral,OK,N,,,
4478.0,Uma menina perto de várias caixas de brinquedos está agarrando um objeto,A menina está brincando com um brinquedo.,1,Entailment,OK,N,,,
4479.0,O garoto não está correndo na rua descuidadamente,O garoto está correndo na rua sem atenção,0,Contradiction,OK,N,,,
4480.0,A embalagem de goma de tapioca foi aberta e está vencida,A goma de tapioca será usada para fazer um prato típico.,2,Neutral,OK,N,,,
4481.0,Praticando qualquer um é capaz de criar suas próprias receitas,É possível aprender a cozinhar seus próprios pratos.,1,Entailment,OK,N,,,
4482.0,Uma mulher está se preparando meticulosamente antes de um mergulho submarino,A mulher não está se preparando para um mergulho submarino,0,Contradiction,OK,N,,,
4483.0,Crianças estão se relacionando e interagindo,As crianças estão brincando sozinhas,0,Contradiction,OK,N,,,
4484.0,A confeitaria oferece donuts de três sabores diferentes,A confeitaria também vende bolos.,2,Neutral,OK,N,,,
4485.0,Três pacotes de pipoca orgânica estão dispostos lado a lado,Não há pacotes de pipoca orgânica.,0,Contradiction,OK,N,,,
4486.0,"Um menino, com olhos azuis, está segurando um balão vermelho","Um menino, com olhos azuis, não tem nenhum balão",0,Contradiction,OK,N,,,
4487.0,Não há nenhum livro sendo aberto para leitura,Ninguém está lendo um livro no momento.,1,Entailment,OK,N,,,
4488.0,Um garoto com terno se assemelha a um homem,O garoto come maçãs todos os dias.,2,Neutral,OK,N,,,
4489.0,O gato está entre os arbustos.,O gato é de cor cinza.,2,Neutral,OK,N,,,
4490.0,"Brigadeiros são servidos em duas bandejas retangulares, cercados por confetes e serpentinas",Os brigadeiros são feitos com leite condensado e chocolate.,2,Neutral,OK,N,,,
4491.0,Crianças uniformizadas estão entrando na escola,Alunos estão chegando para a aula.,1,Entailment,OK,N,,,
4492.0,A influenciadora está sorrindo e segurando um produto de beleza,A influenciadora está demonstrando felicidade enquanto exibe um produto de beleza,1,Entailment,OK,N,,,
4493.0,Três perfumes estão dispostos em forma de triângulo e são acompanhados por duas flores amarelas à esquerda,Alguém está cheirando um dos perfumes.,2,Neutral,OK,N,,,
4494.0,A mulher usa um lenço com estampas em tons pastel,A mulher está usando um lenço preto sólido.,0,Contradiction,OK,N,,,
4495.0,A mulher está comendo um sanduíche enquanto observa a criança brincar no balanço,A mulher está se alimentando enquanto vigia uma criança no balanço,1,Entailment,OK,N,,,
4496.0,O gato está sentado com as patas traseiras em um galho na floresta,O gato está correndo na floresta,0,Contradiction,OK,N,,,
4497.0,Três mulheres estão correndo de mãos dadas com três crianças em um local para práticas esportivas,As crianças são filhas das mulheres.,2,Neutral,OK,N,,,
4498.0,O perfil de uma mulher é visualizado contra o pôr do sol que tinge o céu de amarelo e laranja,A silhueta de uma mulher é vista contra o céu azul claro,0,Contradiction,OK,N,,,
4499.0,Duas mulheres estão segurando garrafas de refrigerante,As mulheres estão segurando garrafas de água,0,Contradiction,OK,N,,,
4500.0,Um escritório tem uma parede de tijolos aparentes,Todas as paredes do escritório são de vidro.,0,Contradiction,OK,N,,,
4501.0,A biblioteca tem uma grande mesa central sobre a qual estão livros empilhados e uma estante ao fundo,A biblioteca tem um sofá confortável perto da grande mesa central.,2,Neutral,OK,N,,,
4502.0,Uma vaga de estágio está sendo anunciada em um post da empresa,A vaga de estágio exige conhecimento em informática.,2,Neutral,OK,N,,,
4503.0,Uma flor de cannabis é capturada em detalhe através da técnica de macro-fotografia,A flor de cannabis tem espinhos.,2,Neutral,OK,N,,,
4504.0,O presidente e seus auxiliares estão realizando uma transmissão,Uma transmissão está sendo feita.,1,Entailment,OK,N,,,
4505.0,Um homem está dirigindo um barco à vela,"O homem está nadando, não está num barco",0,Contradiction,OK,N,,,
4506.0,O homem não está colocando sal no peixe,O homem está salgando o peixe,0,Contradiction,OK,N,,,
4507.0,Um homem está manuseando uma ferramenta criada para carpintaria,O homem está manuseando uma ferramenta de jardinagem,0,Contradiction,OK,N,,,
4508.0,"Um pompom de lã vermelho equipado com um elástico, é projetado para ser preso no pelo dos animais de estimação",O pompom de lã vermelho é um acessório para animais de estimação,1,Entailment,OK,N,,,
4509.0,A mulher não está regando as plantas do jardim com uma mangueira,A mulher está usando uma mangueira para regar as plantas do jardim,0,Contradiction,OK,N,,,
4510.0,Um estudo revela que os proprietários de cachorros tendem a sorrir mais,"Proprietários de cachorros são mais propensos a estar tristes, diz estudo",0,Contradiction,OK,N,,,
4511.0,Vários casais estão dançando em uma quadra decorada com bandeirinhas e com piso azul,Não há ninguém dançando na quadra.,0,Contradiction,OK,N,,,
4512.0,Uma grande árvore solitária e de copa larga se destaca no meio de colinas descampadas destinadas ao cultivo agrícola,A árvore é um carvalho de centenas de anos.,2,Neutral,OK,N,,,
4513.0,Uma gatinha malhada de preto e branco está brincando no jardim,Existe uma pequena gata de pelos pretos e brancos se divertindo no jardim,1,Entailment,OK,N,,,
4514.0,"Uma modelo feminina, radiante de felicidade, segura sacolas de compras enquanto menciona algo sobre uma promoção",Uma modelo está segurando sacolas de compras e parece muito feliz,1,Entailment,OK,N,,,
4515.0,Seis pincéis estão dispostos lado a lado na bancada,Os pincéis estão todos espalhados pela mesa.,0,Contradiction,OK,N,,,
4516.0,"Indivíduos estão em um parque repleto de árvores junto ao lago, aproveitando um dia ensolarado","Pessoas estão desfrutando do clima ao ar livre, em um parque, perto de um lago, em um dia ensolarado",1,Entailment,OK,N,,,
4517.0,Uma mulher não está competindo em uma competição de skate,A mulher não está participando de um evento de skate,1,Entailment,OK,N,,,
4518.0,Uma mulher está jogando folhas secas para o alto,Folhas secas estão sendo jogadas para o alto.,1,Entailment,OK,N,,,
4519.0,"Uma mulher está de perfil, vestindo calça e blusa de alça",A mulher está de frente e está usando um vestido.,0,Contradiction,OK,N,,,
4520.0,Agentes de trânsito estão realizando uma blitz,Está ocorrendo uma fiscalização no trânsito,1,Entailment,OK,N,,,
4521.0,Não tem nenhum coala pendurado,Um canguru está saltando por perto.,2,Neutral,OK,N,,,
4522.0,Uma modelo feminina está vestindo um brinco de argola adornado com várias pedras coloridas,A modelo feminina não está usando brincos.,0,Contradiction,OK,N,,,
4523.0,Um menino está vestindo uma camiseta branca de manga curta,O menino está jogando futebol no parque.,2,Neutral,OK,N,,,
4524.0,As mulheres estão evitando a interferência,As mulheres estão discutindo entre si.,2,Neutral,OK,N,,,
4525.0,"O teatro tem dois fantoches, um do publicano e outro do fariseu",O fantoche do fariseu está vestido com um manto roxo.,2,Neutral,OK,N,,,
4526.0,Um homem a cavalo está sendo entregue uma máscara,O homem a cavalo está recebendo uma máscara,1,Entailment,OK,N,,,
4527.0,A igreja da cidade é exibida com algumas casas vizinhas,A igreja está localizada em uma área desabitada.,0,Contradiction,OK,N,,,
4528.0,"A atriz, com cabelos cacheados presos, está aplicando o batom",A atriz está de cabelos soltos.,0,Contradiction,OK,N,,,
4529.0,Uma visão aérea de um carnaubal revela carnaúbas alinhadas com suas sombras se estendendo pelo chão,Uma visão do alto de um plantio de carnaúbas mostra as árvores alinhadas e suas sombras estendendo-se pelo solo,1,Entailment,OK,N,,,
4530.0,"O homem foi à feira e trouxe diversos vegetais orgânicos como brócolis, alface e repolho roxo",O homem é vegetariano.,2,Neutral,OK,N,,,
4531.0,Uma mulher está jogando folhas secas para o alto,A mulher não está jogando nada.,0,Contradiction,OK,N,,,
4532.0,Um bolo de brownie está coberto com brigadeiro e chocolate branco com três cerejas no topo,O bolo de brownie não leva nada de chocolate em sua cobertura.,0,Contradiction,OK,N,,,
4533.0,Uma aeronave está sobrevoando um céu azul com algumas nuvens,Há uma aeronave voando no céu.,1,Entailment,OK,N,,,
4534.0,Um balde de metal está sendo segurado por uma mulher de luvas vermelhas,Ninguém está segurando o balde de metal,0,Contradiction,OK,N,,,
4535.0,"Um homem e uma mulher estão de pé, cruzando os dedos como um sinal de sorte",Duas pessoas estão fazendo um sinal de sorte,1,Entailment,OK,N,,,
4536.0,Sopa está sendo consumida pela mulher,A mulher está se alimentando,1,Entailment,OK,N,,,
4537.0,Duas mulheres estão acampando perto de um lago com suas canoas ao lado,As mulheres estão em um hotel,0,Contradiction,OK,N,,,
4538.0,Um pescador está navegando em seu barco e lançando sua rede ao mar,O pescador usa um boné vermelho.,2,Neutral,OK,N,,,
4539.0,Uma cédula de 100 reais está sendo exibida,A cédula de 100 reais está escondida,0,Contradiction,OK,N,,,
4540.0,Uma mulher está preparando macarrão.,A mulher está assistindo a um filme.,0,Disagreement,OK,S,,,
4541.0,A mulher não está regando as plantas,A mulher está cozinhando o jantar,2,Neutral,OK,N,,,
4542.0,Um modelo está usando óculos redondos com lentes amarelas e espelhadas,O modelo não está usando óculos,0,Contradiction,OK,N,,,
